run,source_file,round_number,agent_id,agent_group,institution_choice,in_si,in_sfi,wealth,reputation,rank,strategy,contribution_capacity,vulnerability,shock_occurred,has_constitutional_change
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,10,developing,SFI,0,1,723641.1428571428,5.0,17 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,11,developing,SFI,0,1,361761.14285714284,5.0,23 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,12,developing,SFI,0,1,728341.1428571428,5.0,16 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,13,developing,SFI,0,1,690641.1428571427,5.0,18 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,14,developed,SI,1,0,4689206.0,5.0,9 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,15,developing,SFI,0,1,730701.1428571428,5.0,15 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,16,developing,SFI,0,1,366941.14285714284,5.0,22 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,17,developing,SFI,0,1,360641.14285714284,5.0,25 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,18,developed,SI,1,0,5129394.0,5.0,7 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,19,developed,SI,1,0,5290943.0,5.0,5 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,20,developed,SI,1,0,4089405.0,5.0,12 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,21,developed,SI,1,0,5269398.0,5.0,6 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,22,developed,SI,1,0,4690125.0,5.0,8 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,23,developing,SFI,0,1,360641.14285714284,5.0,26 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,24,developed,SI,1,0,4126440.0,5.0,10 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,25,developed,SI,1,0,8771939.0,5.0,2 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,0,developed,SI,1,0,10592194.066666666,5.0,3 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,1,developing,SFI,0,1,521374.17142857146,5.0,21 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,2,developing,SFI,0,1,1000364.1714285715,5.0,14 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,3,developing,SFI,0,1,1222574.1714285715,5.0,13 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,4,developed,SI,1,0,15700531.066666666,5.0,1 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,5,developing,SFI,0,1,653754.1714285715,5.0,17 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,6,developed,SI,1,0,5678052.066666666,5.0,8 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,7,developed,SI,1,0,4313174.066666666,5.0,11 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,8,developing,SFI,0,1,251933.17142857146,5.0,26 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,9,developing,SFI,0,1,412574.17142857146,5.0,24 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,10,developing,SFI,0,1,975574.1714285715,5.0,15 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,11,developing,SFI,0,1,613694.1714285715,5.0,19 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,12,developing,SFI,0,1,480274.17142857146,5.0,23 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,13,developing,SFI,0,1,853681.1714285713,7.64,16 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,14,developed,SI,1,0,4528525.066666666,1.0,10 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,15,developing,SFI,0,1,482634.17142857146,5.0,22 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,16,developing,SFI,0,1,618874.1714285715,5.0,18 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,17,developing,SFI,0,1,412574.17142857146,5.0,25 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,18,developed,SI,1,0,3971854.066666667,5.0,12 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,19,developed,SI,1,0,6130388.066666666,1.0,5 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,20,developed,SI,1,0,5732544.066666666,5.0,7 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,21,developed,SI,1,0,6112881.066666666,5.12,6 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,22,developed,SI,1,0,7297913.066666666,5.0,4 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,23,developing,SFI,0,1,612394.1714285715,5.0,20 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,24,developed,SI,1,0,4546004.066666666,5.0,9 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,25,developed,SI,1,0,10608737.066666666,1.0,2 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,0,developed,SI,1,0,13627851.133333333,5.0,1 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,1,developing,SFI,0,1,657936.4571428571,7.88,22 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,2,developing,SFI,0,1,236562.45714285714,1.0,26 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,3,developing,SFI,0,1,1459136.4571428571,1.0,13 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,4,developed,SI,1,0,8741802.133333333,1.0,7 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,5,developing,SFI,0,1,790316.4571428571,5.0,17 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,6,developed,SI,1,0,7884919.133333334,5.24,8 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,7,developed,SI,1,0,9347060.133333333,5.0,6 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,8,developing,SFI,0,1,488495.45714285714,6.08,23 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,9,developing,SFI,0,1,449136.45714285714,6.08,24 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,10,developing,SFI,0,1,1212136.4571428571,1.0,14 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,11,developing,SFI,0,1,750256.4571428571,5.04,18 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,12,developing,SFI,0,1,716836.4571428571,5.84,20 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,13,developing,SFI,0,1,890243.457142857,5.0,15 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,14,developed,SI,1,0,5568773.133333334,7.16,11 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,15,developing,SFI,0,1,719196.4571428571,8.0,19 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,16,developing,SFI,0,1,855436.4571428571,1.36,16 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,17,developing,SFI,0,1,449136.45714285714,5.72,25 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,18,developed,SI,1,0,6013498.133333335,8.0,10 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,19,developed,SI,1,0,11163146.133333333,5.24,3 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,20,developed,SI,1,0,9836477.133333333,5.56,5 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,21,developed,SI,1,0,11147917.133333333,4.52,4 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,22,developed,SI,1,0,12337230.133333333,8.0,2 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,23,developing,SFI,0,1,679400.4571428571,3.8,21 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,24,developed,SI,1,0,7162395.133333334,4.84,9 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,25,developed,SI,1,0,5038884.133333334,5.0,12 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,0,developed,SI,1,0,19775739.2,5.0,1 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,1,developing,SFI,0,1,1083126.6285714286,5.12,16 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,2,developing,SFI,0,1,661752.6285714286,5.24,23 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,3,developing,SFI,0,1,1784326.6285714286,1.0,13 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,4,developed,SI,1,0,11897887.2,7.52,5 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,5,developing,SFI,0,1,1215506.6285714286,5.48,15 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,6,developed,SI,1,0,14029548.2,6.56,4 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,7,developed,SI,1,0,10501635.2,1.0,6 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,8,developing,SFI,0,1,889185.6285714286,1.0,20 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,9,developing,SFI,0,1,674326.6285714286,5.0,22 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,10,developing,SFI,0,1,425190.6285714286,1.0,25 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,11,developing,SFI,0,1,1023914.6285714286,5.0,17 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,12,developing,SFI,0,1,425190.6285714286,1.52,26 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,13,developing,SFI,0,1,425433.6285714285,5.0,24 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,14,developed,SI,1,0,8722833.2,5.36,10 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,15,developing,SFI,0,1,944386.6285714286,1.0,18 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,16,developing,SFI,0,1,1280626.6285714286,1.0,14 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,17,developing,SFI,0,1,848916.6285714286,7.12,21 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,18,developed,SI,1,0,9004744.200000001,4.44,9 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,19,developed,SI,1,0,7318908.199999999,1.0,11 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,20,developed,SI,1,0,14990107.2,5.24,2 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,21,developed,SI,1,0,9303682.2,1.0,8 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,22,developed,SI,1,0,14488558.2,1.0,3 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,23,developing,SFI,0,1,904590.6285714286,5.0,19 out of 26,LLM,0.1,1.5,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,24,developed,SI,1,0,9319157.2,5.48,7 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,25,developed,SI,1,0,6194087.2,5.36,12 out of 26,LLM,1.0,0.3,0,0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,0,developed,SI,1,0,24320089.333333332,1.36,1 out of 26,LLM,1.0,0.3,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,1,developing,SFI,0,1,1362466.9142857143,1.0,17 out of 26,LLM,0.1,1.5,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,2,developing,SFI,0,1,1141092.9142857143,1.0,20 out of 26,LLM,0.1,1.5,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,3,developing,SFI,0,1,779340.9142857143,7.76,24 out of 26,LLM,0.1,1.5,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,4,developed,SI,1,0,10444406.333333332,3.16,11 out of 26,LLM,1.0,0.3,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,5,developing,SFI,0,1,779340.9142857143,1.0,25 out of 26,LLM,0.1,1.5,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,6,developed,SI,1,0,16575910.333333332,1.0,3 out of 26,LLM,1.0,0.3,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,7,developed,SI,1,0,14418848.333333332,5.72,4 out of 26,LLM,1.0,0.3,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,8,developing,SFI,0,1,1154184.9142857143,5.12,19 out of 26,LLM,0.1,1.5,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,9,developing,SFI,0,1,1453666.9142857143,5.0,16 out of 26,LLM,0.1,1.5,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,10,developing,SFI,0,1,779340.9142857143,2.6,26 out of 26,LLM,0.1,1.5,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,11,developing,SFI,0,1,1651722.9142857143,5.12,14 out of 26,LLM,0.1,1.5,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,12,developing,SFI,0,1,954530.9142857143,3.2,23 out of 26,LLM,0.1,1.5,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,13,developing,SFI,0,1,990984.9142857142,5.72,22 out of 26,LLM,0.1,1.5,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,14,developed,SI,1,0,7269189.333333333,5.0,12 out of 26,LLM,1.0,0.3,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,15,developing,SFI,0,1,1723726.9142857143,5.0,13 out of 26,LLM,0.1,1.5,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,16,developing,SFI,0,1,1059966.9142857143,1.0,21 out of 26,LLM,0.1,1.5,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,17,developing,SFI,0,1,1344025.9142857143,5.0,18 out of 26,LLM,0.1,1.5,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,18,developed,SI,1,0,11048957.333333336,5.48,8 out of 26,LLM,1.0,0.3,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,19,developed,SI,1,0,13863695.333333332,8.0,5 out of 26,LLM,1.0,0.3,1,1
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,20,developed,SI,1,0,18536463.333333332,5.0,2 out of 26,LLM,1.0,0.3,1,1
