evidence_id,round_number,agent_id,institution_choice,kind,bad_rep_prev,rep_drop_prev,gossip_prev,contribution,prop,motifs,text_excerpt,source_path
RB-02-A14-punishment,2,14,SI,punishment,0,0,0,,0.6624673499286214,opportunistic,"Focusing on free-riders who did not match their stated intent, while rewarding generous contributors.",rounds[2].agents[14].punishment_reasoning
RB-02-A15-contribution,2,15,SFI,contribution,0,0,0,,1.0359813490205771,conformity|future_rounds,Contribute a significant amount to demonstrate commitment while considering the group's average contribution and maintaining flexibility for future rounds.,rounds[2].agents[15].contribution_reasoning
RB-02-A18-contribution,2,18,SI,contribution,0,0,0,,1.0070863462909034,future_rounds,"Given my institution's high fiscal capacity and historically higher emissions, I choose to contribute significantly to maintain long-term credibility and institutional stability.",rounds[2].agents[18].contribution_reasoning
RB-02-A18-punishment,2,18,SI,punishment,0,0,0,,1.0070863462909034,fairness|opportunistic,Punish free-riders and reward high contributors to maintain group cohesion and fairness.,rounds[2].agents[18].punishment_reasoning
RB-02-A19-contribution,2,19,SI,contribution,0,0,0,,0.3262436208361404,opportunistic,"I'm choosing a moderate contribution to balance self-interest and cooperation, considering my institution's high fiscal capacity.",rounds[2].agents[19].contribution_reasoning
RB-02-A19-punishment,2,19,SI,punishment,0,0,0,,0.3262436208361404,opportunistic,Punishing free-riders and rewarding contributors who demonstrated commitment to the group's objectives.,rounds[2].agents[19].punishment_reasoning
RB-02-A20-contribution,2,20,SI,contribution,0,0,0,,0.2093311426906781,future_rounds,Contributing a significant amount to demonstrate commitment and follow-through on long-term climate goals.,rounds[2].agents[20].contribution_reasoning
RB-02-A20-punishment,2,20,SI,punishment,0,0,0,,0.2093311426906781,opportunistic,Punishing free-riders and rewarding cooperative agents based on past behavior and institution type.,rounds[2].agents[20].punishment_reasoning
RB-02-A21-punishment,2,21,SI,punishment,0,0,0,,0.327177967015575,fairness|opportunistic,Punishing free-riders and rewarding generous contributors to maintain cooperation and fairness within the group.,rounds[2].agents[21].punishment_reasoning
RB-02-A22-contribution,2,22,SI,contribution,0,0,0,,0.0321332958967557,opportunistic,"Contribute a significant amount to set an example for others and maximize my cumulative payoff, but not so much that it depletes my wealth.",rounds[2].agents[22].contribution_reasoning
RB-02-A22-punishment,2,22,SI,punishment,0,0,0,,0.0321332958967557,opportunistic,Punish free-riders and reward generous contributors to encourage cooperation in the institution.,rounds[2].agents[22].punishment_reasoning
RB-02-A24-contribution,2,24,SI,contribution,0,0,0,,0.5333466412355901,opportunistic,Contributing at the group average from the previous round balances self-interest with cooperation.,rounds[2].agents[24].contribution_reasoning
RB-02-A24-punishment,2,24,SI,punishment,0,0,0,,0.5333466412355901,opportunistic,"Punished free-riders, rewarded generous contributors.",rounds[2].agents[24].punishment_reasoning
RB-02-A25-contribution,2,25,SI,contribution,0,0,0,,0.0942619270998867,future_rounds,I'm contributing a moderate amount to align with my institution's strategy and maintain flexibility for future rounds.,rounds[2].agents[25].contribution_reasoning
RB-02-A25-punishment,2,25,SI,punishment,0,0,0,,0.0942619270998867,opportunistic,I punished free-riders and rewarded consistent contributors within the SI institution.,rounds[2].agents[25].punishment_reasoning
RB-03-A0-contribution,3,0,SI,contribution,0,0,0,,0.1467582805559166,opportunistic,I'm choosing a high contribution to align with my institution's strategy and maximize my cumulative payoff.,rounds[3].agents[0].contribution_reasoning
RB-03-A0-punishment,3,0,SI,punishment,0,0,0,,0.1467582805559166,opportunistic,Punishing free-riders and rewarding cooperative agents to maintain credibility and long-run climate stability.,rounds[3].agents[0].punishment_reasoning
RB-03-A1-belief_observations,3,1,SFI,belief_observations,0,0,0,,0.151990361552935,named_agents,"Agent 1's contribution is high in SFI, but low in SI.",rounds[3].agents[1].belief_state.observations
RB-03-A4-contribution,3,4,SI,contribution,0,0,0,,1.3727146664922607,opportunistic,"I'm choosing a moderate contribution to balance between self-interest and cooperation, considering my institution's strategy and the group's past behavior.",rounds[3].agents[4].contribution_reasoning
RB-03-A4-punishment,3,4,SI,punishment,0,0,0,,1.3727146664922607,reputation_management|opportunistic,Punishing free-riders to encourage cooperation and rewarding generous contributors to promote a positive social reputation within the SI institution.,rounds[3].agents[4].punishment_reasoning
RB-03-A4-belief_strategy,3,4,SI,belief_strategy,0,0,0,,1.3727146664922607,conformity,Most peers are contributing to the SI institution.,rounds[3].agents[4].belief_state.institutional_strategy
RB-03-A5-contribution,3,5,SFI,contribution,0,0,0,,0.1265315926249579,conformity,I'm choosing a moderate contribution to balance my institution's low average contribution with the high MCPR.,rounds[3].agents[5].contribution_reasoning
RB-03-A6-contribution,3,6,SI,contribution,0,0,0,,0.3595078087759208,named_agents,My contribution is based on my past contributions and maintaining consistency with Agent 7's high contribution.,rounds[3].agents[6].contribution_reasoning
RB-03-A6-punishment,3,6,SI,punishment,0,0,0,,0.3595078087759208,opportunistic,Punishing free-riders and rewarding high contributors to maintain cooperation within the SI institution.,rounds[3].agents[6].punishment_reasoning
RB-03-A7-punishment,3,7,SI,punishment,0,0,0,,0.0,opportunistic,Focused on punishing free-riders and rewarding high contributors to maintain a stable peer network and promote cooperation within our institution.,rounds[3].agents[7].punishment_reasoning
RB-03-A13-belief_observations,3,13,SFI,belief_observations,0,0,0,,0.224657646619363,named_agents,High-contributor Agent 4 is using SI.,rounds[3].agents[13].belief_state.observations
RB-03-A14-contribution,3,14,SI,contribution,1,1,1,,0.7182910677500873,reputation_management,"Based on past contributions and current budget, I choose to contribute a significant amount to maintain credibility and institutional reputation.",rounds[3].agents[14].contribution_reasoning
RB-03-A14-punishment,3,14,SI,punishment,1,1,1,,0.7182910677500873,opportunistic,Punished free-riders and rewarded high contributors to maintain group stability and credibility.,rounds[3].agents[14].punishment_reasoning
RB-03-A14-belief_strategy,3,14,SI,belief_strategy,1,1,1,,0.7182910677500873,conformity,Most peers are cooperative in SI institutions.,rounds[3].agents[14].belief_state.institutional_strategy
RB-03-A14-belief_observations,3,14,SI,belief_observations,1,1,1,,0.7182910677500873,,High contributors often have high payoffs.,rounds[3].agents[14].belief_state.observations
RB-03-A15-belief_strategy,3,15,SFI,belief_strategy,0,0,0,,0.0,opportunistic,"Most peers cooperate in SI, but some defect or free-ride.",rounds[3].agents[15].belief_state.institutional_strategy
RB-03-A16-belief_observations,3,16,SFI,belief_observations,0,0,0,,0.0,named_agents,"Agent 16 contributed significantly, while Agent 3 and others did not contribute at all",rounds[3].agents[16].belief_state.observations
RB-03-A17-contribution,3,17,SFI,contribution,0,0,0,,0.4452989660921377,future_rounds,"Based on past contributions and internal beliefs, I will contribute a moderate amount to maintain cooperation while also leaving room for future rounds.",rounds[3].agents[17].contribution_reasoning
RB-03-A18-punishment,3,18,SI,punishment,0,0,0,,0.4988776804254321,fairness|opportunistic,Punishing free-riders and rewarding cooperative contributors to maintain a fair and productive environment in our institution.,rounds[3].agents[18].punishment_reasoning
RB-03-A19-contribution,3,19,SI,contribution,1,1,1,,0.0,opportunistic,"Based on previous round data and internal beliefs, I choose not to contribute as a free-rider.",rounds[3].agents[19].contribution_reasoning
RB-03-A19-punishment,3,19,SI,punishment,1,1,1,,0.0,opportunistic,Target free-riders and reward those who contributed significantly to maintain long-run climate stability and institutional credibility.,rounds[3].agents[19].punishment_reasoning
RB-03-A19-belief_strategy,3,19,SI,belief_strategy,1,1,1,,0.0,,Most peers follow SI strategy.,rounds[3].agents[19].belief_state.institutional_strategy
RB-03-A19-belief_observations,3,19,SI,belief_observations,1,1,1,,0.0,,High contributors emerged in this round.,rounds[3].agents[19].belief_state.observations
RB-03-A20-punishment,3,20,SI,punishment,0,0,0,,0.0952129494436819,fairness|opportunistic,Punishing free-riders and rewarding high contributors to maintain a fair and effective collective effort.,rounds[3].agents[20].punishment_reasoning
RB-03-A21-contribution,3,21,SI,contribution,0,0,0,,0.0,opportunistic,"Based on previous rounds' data, I expect others to free-ride and contribute little, so I also choose not to contribute.",rounds[3].agents[21].contribution_reasoning
RB-03-A21-punishment,3,21,SI,punishment,0,0,0,,0.0,opportunistic,"Punishing free-riders to maintain cooperation, rewarding high contributors for credibility.",rounds[3].agents[21].punishment_reasoning
RB-03-A22-contribution,3,22,SI,contribution,0,0,0,,0.0,opportunistic,"Based on previous round data and internal beliefs, I choose not to contribute as a free-rider.",rounds[3].agents[22].contribution_reasoning
RB-03-A22-punishment,3,22,SI,punishment,0,0,0,,0.0,opportunistic,Punishing free-riders while rewarding high contributors to maintain cooperation within the institution.,rounds[3].agents[22].punishment_reasoning
RB-03-A24-contribution,3,24,SI,contribution,0,0,0,,0.3385174867993646,opportunistic,"Choosing a moderate contribution to balance self-interest and cooperation, while also considering my past contributions.",rounds[3].agents[24].contribution_reasoning
RB-03-A24-punishment,3,24,SI,punishment,0,0,0,,0.3385174867993646,opportunistic,Punishing free-riders and rewarding cooperators based on their contributions and stated intent.,rounds[3].agents[24].punishment_reasoning
RB-03-A25-contribution,3,25,SI,contribution,1,1,1,,2.105374269239663,,Maximizing my cumulative payoff requires contributing the maximum amount to take advantage of the high MCPR.,rounds[3].agents[25].contribution_reasoning
RB-03-A25-punishment,3,25,SI,punishment,1,1,1,,2.105374269239663,opportunistic,Punished free-riders and rewarded cooperative peers to maintain credibility and long-run climate stability.,rounds[3].agents[25].punishment_reasoning
RB-03-A25-belief_strategy,3,25,SI,belief_strategy,1,1,1,,2.105374269239663,,Most peers follow the SI strategy.,rounds[3].agents[25].belief_state.institutional_strategy
RB-03-A25-belief_observations,3,25,SI,belief_observations,1,1,1,,2.105374269239663,,High contributors are mostly from the SI group.,rounds[3].agents[25].belief_state.observations
RB-04-A0-punishment,4,0,SI,punishment,0,0,0,,0.0,named_agents|opportunistic,"Punishing free-riders and rewarding contributors who have shown consistency with the SI strategy. Targeting Agent 6, 20, and 4 for their low contributions, while rewarding Agent 22, 24, and 7 for their generous contributions.",rounds[4].agents[0].punishment_reasoning
RB-04-A0-belief_strategy,4,0,SI,belief_strategy,0,0,0,,0.0,conformity,Most peers are using the SI strategy.,rounds[4].agents[0].belief_state.institutional_strategy
RB-04-A2-contribution,4,2,SFI,contribution,1,1,1,,0.0,,"I chose not to contribute due to the high marginal return and past low contributions from peers, which suggests that contributing will have a minimal impact on my payoff.",rounds[4].agents[2].contribution_reasoning
RB-04-A2-belief_strategy,4,2,SFI,belief_strategy,1,1,1,,0.0,,Most contributors are using the SI strategy.,rounds[4].agents[2].belief_state.institutional_strategy
RB-04-A2-belief_observations,4,2,SFI,belief_observations,1,1,1,,0.0,,High contributions from peers in the SI institution.,rounds[4].agents[2].belief_state.observations
RB-04-A3-contribution,4,3,SFI,contribution,1,1,1,,0.0560435507707813,,I'm choosing a moderate contribution to balance my institution's past low contributions and the high marginal return.,rounds[4].agents[3].contribution_reasoning
RB-04-A3-belief_strategy,4,3,SFI,belief_strategy,1,1,1,,0.0560435507707813,,Most peers contribute highly in the SI institution.,rounds[4].agents[3].belief_state.institutional_strategy
RB-04-A3-belief_observations,4,3,SFI,belief_observations,1,1,1,,0.0560435507707813,,High contributions are rewarded with a high payoff.,rounds[4].agents[3].belief_state.observations
RB-04-A4-contribution,4,4,SI,contribution,1,1,1,,0.2521456078353138,,"Given my institution's history and high marginal return, I choose to contribute a significant amount.",rounds[4].agents[4].contribution_reasoning
RB-04-A4-punishment,4,4,SI,punishment,1,1,1,,0.2521456078353138,opportunistic,Focused on punishing free-riders (below group avg) and rewarding cooperative agents.,rounds[4].agents[4].punishment_reasoning
RB-04-A4-belief_strategy,4,4,SI,belief_strategy,1,1,1,,0.2521456078353138,conformity,Most peers are contributing to the SI institution.,rounds[4].agents[4].belief_state.institutional_strategy
RB-04-A4-belief_observations,4,4,SI,belief_observations,1,1,1,,0.2521456078353138,,"High-contributors in SI, low-contributors in SFI.",rounds[4].agents[4].belief_state.observations
RB-04-A6-punishment,4,6,SI,punishment,0,0,0,,0.0,future_rounds|opportunistic,"Punishing free-riders, rewarding high contributors to maintain cooperation and long-term climate stability.",rounds[4].agents[6].punishment_reasoning
RB-04-A7-contribution,4,7,SI,contribution,0,0,0,,0.4761163290075054,opportunistic,"I'm choosing a moderate contribution to balance between cooperation and self-interest, considering my institution's history and the marginal return.",rounds[4].agents[7].contribution_reasoning
RB-04-A7-punishment,4,7,SI,punishment,0,0,0,,0.4761163290075054,opportunistic,Punishing free-riders and rewarding high contributors to encourage cooperation and long-run climate stability.,rounds[4].agents[7].punishment_reasoning
RB-04-A9-contribution,4,9,SFI,contribution,0,0,0,,0.2965921728817132,opportunistic,To maximize my cumulative payoff and balance immediate resilience needs with long-run cooperation incentives.,rounds[4].agents[9].contribution_reasoning
RB-04-A10-contribution,4,10,SFI,contribution,1,1,1,,2.850806011582569,,Maximizing my cumulative payoff requires contributing the maximum amount to take advantage of the high marginal return.,rounds[4].agents[10].contribution_reasoning
RB-04-A10-belief_strategy,4,10,SFI,belief_strategy,1,1,1,,2.850806011582569,,Most peers follow the SI strategy.,rounds[4].agents[10].belief_state.institutional_strategy
RB-04-A10-belief_observations,4,10,SFI,belief_observations,1,1,1,,2.850806011582569,,High-contributors are mostly following the SI strategy.,rounds[4].agents[10].belief_state.observations
RB-04-A13-contribution,4,13,SFI,contribution,0,1,0,,2.0919831913347977,future_rounds,Maximizing my cumulative payoff requires contributing the maximum allowed amount to take advantage of the high MCPR and potential future benefits.,rounds[4].agents[13].contribution_reasoning
RB-04-A13-belief_strategy,4,13,SFI,belief_strategy,0,1,0,,2.0919831913347977,,Most peers contribute high amounts to SI institutions.,rounds[4].agents[13].belief_state.institutional_strategy
RB-04-A13-belief_observations,4,13,SFI,belief_observations,0,1,0,,2.0919831913347977,named_agents,"Agent 13's contribution was low, but Agent 19 contributed excessively.",rounds[4].agents[13].belief_state.observations
RB-04-A14-contribution,4,14,SI,contribution,0,0,0,,0.3439249531906674,opportunistic,"Maximizing cumulative payoff requires balancing cooperation and self-interest, considering past contributions and outcomes.",rounds[4].agents[14].contribution_reasoning
RB-04-A14-punishment,4,14,SI,punishment,0,0,0,,0.3439249531906674,future_rounds|opportunistic,Punishing free-riders and rewarding cooperative agents to maintain institutional credibility and long-term climate stability.,rounds[4].agents[14].punishment_reasoning
RB-04-A15-belief_observations,4,15,SFI,belief_observations,0,0,0,,0.2117776702350599,named_agents,Agent 15 contributed significantly to SFI.,rounds[4].agents[15].belief_state.observations
RB-04-A16-contribution,4,16,SFI,contribution,1,1,1,,0.0,,I chose not to contribute due to the high marginal return and past low contributions from peers.,rounds[4].agents[16].contribution_reasoning
RB-04-A16-belief_strategy,4,16,SFI,belief_strategy,1,1,1,,0.0,,Most peers contribute highly in the SI institution.,rounds[4].agents[16].belief_state.institutional_strategy
RB-04-A16-belief_observations,4,16,SFI,belief_observations,1,1,1,,0.0,,High contributors in SI are rewarded with a high payoff.,rounds[4].agents[16].belief_state.observations
RB-04-A18-punishment,4,18,SI,punishment,0,0,0,,0.351376222325116,opportunistic,Focused on punishing free-riders and rewarding contributors who balance self-interest with cooperation.,rounds[4].agents[18].punishment_reasoning
RB-04-A19-punishment,4,19,SI,punishment,0,0,0,,1.3663240099117515,opportunistic,Punishing free-riders and rewarding generous contributors to encourage cooperation within the SI institution.,rounds[4].agents[19].punishment_reasoning
RB-04-A20-contribution,4,20,SI,contribution,0,0,0,,0.0667106636835792,opportunistic,"I chose to contribute a moderate amount, balancing between cooperation and self-interest.",rounds[4].agents[20].contribution_reasoning
RB-04-A20-punishment,4,20,SI,punishment,0,0,0,,0.0667106636835792,opportunistic,Targeted punishments for free-riders and generous rewards for significant contributors.,rounds[4].agents[20].punishment_reasoning
RB-04-A21-contribution,4,21,SI,contribution,0,0,0,,0.8598745988980578,opportunistic,"To maximize my cumulative payoff, I will contribute a moderate amount that balances self-interest and cooperation.",rounds[4].agents[21].contribution_reasoning
RB-04-A21-punishment,4,21,SI,punishment,0,0,0,,0.8598745988980578,opportunistic,"Punish free-riders, reward cooperative agents in line with their stated intent.",rounds[4].agents[21].punishment_reasoning
RB-04-A22-punishment,4,22,SI,punishment,0,0,0,,0.2760799207750016,opportunistic,Punish free-riders and reward cooperative agents to maintain institutional credibility and promote cooperation.,rounds[4].agents[22].punishment_reasoning
RB-04-A23-contribution,4,23,SFI,contribution,1,1,0,,0.2210944859287888,,I'm choosing a moderate contribution to balance my institution's history and marginal return.,rounds[4].agents[23].contribution_reasoning
RB-04-A23-belief_strategy,4,23,SFI,belief_strategy,1,1,0,,0.2210944859287888,,Agents in SI contribute more than those in SFI.,rounds[4].agents[23].belief_state.institutional_strategy
RB-04-A23-belief_observations,4,23,SFI,belief_observations,1,1,0,,0.2210944859287888,,"High contributors are mostly from SI, while low contributors are from SFI.",rounds[4].agents[23].belief_state.observations
RB-04-A24-contribution,4,24,SI,contribution,0,0,0,,0.4292233636749898,future_rounds|opportunistic,"To maximize my cumulative payoff, I will contribute a high amount to take advantage of the MCPR and set a precedent for future contributions.",rounds[4].agents[24].contribution_reasoning
RB-04-A24-punishment,4,24,SI,punishment,0,0,0,,0.4292233636749898,opportunistic,Punish free-riders and reward high contributors to maintain cooperation and long-run climate stability within the SI institution.,rounds[4].agents[24].punishment_reasoning
RB-04-A25-punishment,4,25,SI,punishment,0,0,0,,0.8072214417646558,opportunistic,Punishing free-riders and rewarding cooperative agents,rounds[4].agents[25].punishment_reasoning
RB-05-A0-punishment,5,0,SI,punishment,0,0,0,,0.0822365400302531,opportunistic,Punished free-riders and rewarded high contributors to maintain institutional credibility.,rounds[5].agents[0].punishment_reasoning
RB-05-A1-contribution,5,1,SFI,contribution,0,1,0,,0.3669813885074263,,"Based on past contributions and vulnerability index, I choose a moderate contribution to balance immediate resilience needs with long-run cooperation incentives.",rounds[5].agents[1].contribution_reasoning
RB-05-A1-belief_strategy,5,1,SFI,belief_strategy,0,1,0,,0.3669813885074263,conformity,Most peers are contributing to SI.,rounds[5].agents[1].belief_state.institutional_strategy
RB-05-A1-belief_observations,5,1,SFI,belief_observations,0,1,0,,0.3669813885074263,,"High contributors are mostly in SI, while low contributors are mostly in SFI.",rounds[5].agents[1].belief_state.observations
RB-05-A3-contribution,5,3,SFI,contribution,1,0,1,,2.2895320485456354,,Maximizing cumulative payoff requires contributing the maximum allowed amount.,rounds[5].agents[3].contribution_reasoning
RB-05-A3-belief_strategy,5,3,SFI,belief_strategy,1,0,1,,2.2895320485456354,,Most peers follow the SI strategy.,rounds[5].agents[3].belief_state.institutional_strategy
RB-05-A3-belief_observations,5,3,SFI,belief_observations,1,0,1,,2.2895320485456354,,High contributors are mostly in the SI institution.,rounds[5].agents[3].belief_state.observations
RB-05-A4-belief_strategy,5,4,SI,belief_strategy,0,0,0,,0.7659602417485418,conformity,Most peers are contributing to the SI institution.,rounds[5].agents[4].belief_state.institutional_strategy
RB-05-A4-belief_observations,5,4,SI,belief_observations,0,0,0,,0.7659602417485418,named_agents,Agent 9 and Agent 15 have not contributed to the SFI institution.,rounds[5].agents[4].belief_state.observations
RB-05-A5-contribution,5,5,SFI,contribution,0,0,0,,1.5596589088538255,opportunistic,"To maximize my cumulative payoff, I should contribute the maximum amount possible.",rounds[5].agents[5].contribution_reasoning
RB-05-A5-belief_strategy,5,5,SFI,belief_strategy,0,0,0,,1.5596589088538255,conformity,"Most peers are cooperative, but some are high contributors.",rounds[5].agents[5].belief_state.institutional_strategy
RB-05-A6-punishment,5,6,SI,punishment,0,0,0,,0.2413140466835295,opportunistic,Punish free-riders and reward high contributors based on their contributions and stated intent.,rounds[5].agents[6].punishment_reasoning
RB-05-A6-belief_observations,5,6,SI,belief_observations,0,0,0,,0.2413140466835295,named_agents,Agent 9 and 15 have not contributed this round.,rounds[5].agents[6].belief_state.observations
RB-05-A7-contribution,5,7,SI,contribution,1,1,1,,0.1823405683463624,,Contribute a moderate amount based on past contributions and my institution's strategy.,rounds[5].agents[7].contribution_reasoning
