run,round_number,bulletin_rank,source,target,score,reconstruction_note
20260804_024555,2,0,0,14,1.0,from saved tom_scores; tie-order approx
20260804_024555,15,2,1,11,1.0,from saved tom_scores; tie-order approx
20260804_024555,15,3,1,24,1.0,from saved tom_scores; tie-order approx
20260804_024555,15,4,2,5,1.0,from saved tom_scores; tie-order approx
20260804_024555,16,0,0,2,1.0,from saved tom_scores; tie-order approx
20260804_024555,16,1,0,10,1.0,from saved tom_scores; tie-order approx
20260804_024555,16,2,0,11,1.0,from saved tom_scores; tie-order approx
20260804_024555,16,3,0,16,1.0,from saved tom_scores; tie-order approx
20260804_024555,16,4,1,2,1.0,from saved tom_scores; tie-order approx
20260804_024555,17,0,0,5,1.0,from saved tom_scores; tie-order approx
20260804_024555,17,1,0,9,1.0,from saved tom_scores; tie-order approx
20260804_024555,17,2,0,11,1.0,from saved tom_scores; tie-order approx
20260804_024555,17,3,0,14,1.0,from saved tom_scores; tie-order approx
20260804_024555,17,4,0,22,1.0,from saved tom_scores; tie-order approx
20260804_024555,18,0,0,2,1.0,from saved tom_scores; tie-order approx
20260804_024555,18,1,0,9,1.0,from saved tom_scores; tie-order approx
20260804_024555,18,2,0,13,1.0,from saved tom_scores; tie-order approx
20260804_024555,18,3,0,22,1.0,from saved tom_scores; tie-order approx
20260804_024555,18,4,1,2,1.0,from saved tom_scores; tie-order approx
20260804_024555,19,0,0,2,1.0,from saved tom_scores; tie-order approx
20260804_024555,19,1,0,5,1.0,from saved tom_scores; tie-order approx
20260804_024555,19,2,0,9,1.0,from saved tom_scores; tie-order approx
20260804_024555,19,3,0,11,1.0,from saved tom_scores; tie-order approx
20260804_024555,19,4,0,12,1.0,from saved tom_scores; tie-order approx
20260804_024555,20,0,0,1,1.0,from saved tom_scores; tie-order approx
20260804_024555,20,1,0,2,1.0,from saved tom_scores; tie-order approx
20260804_024555,20,2,0,5,1.0,from saved tom_scores; tie-order approx
20260804_024555,20,3,0,9,1.0,from saved tom_scores; tie-order approx
20260804_024555,20,4,0,11,1.0,from saved tom_scores; tie-order approx
20260804_024555,21,0,0,5,1.0,from saved tom_scores; tie-order approx
20260804_024555,21,1,0,6,1.0,from saved tom_scores; tie-order approx
20260804_024555,21,2,0,9,1.0,from saved tom_scores; tie-order approx
20260804_024555,21,3,0,16,1.0,from saved tom_scores; tie-order approx
20260804_024555,21,4,0,25,1.0,from saved tom_scores; tie-order approx
20260804_024555,22,0,0,6,1.0,from saved tom_scores; tie-order approx
20260804_024555,22,1,1,6,1.0,from saved tom_scores; tie-order approx
20260804_024555,22,2,2,6,1.0,from saved tom_scores; tie-order approx
20260804_024555,22,3,3,6,1.0,from saved tom_scores; tie-order approx
20260804_024555,22,4,4,6,1.0,from saved tom_scores; tie-order approx
20260804_024555,23,0,0,5,1.0,from saved tom_scores; tie-order approx
20260804_024555,23,1,0,11,1.0,from saved tom_scores; tie-order approx
20260804_024555,23,2,0,12,1.0,from saved tom_scores; tie-order approx
20260804_024555,23,3,0,13,1.0,from saved tom_scores; tie-order approx
20260804_024555,23,4,0,19,1.0,from saved tom_scores; tie-order approx
20260804_024555,24,0,0,2,1.0,from saved tom_scores; tie-order approx
20260804_024555,24,1,0,11,1.0,from saved tom_scores; tie-order approx
20260804_024555,24,2,0,17,1.0,from saved tom_scores; tie-order approx
20260804_024555,24,3,1,2,1.0,from saved tom_scores; tie-order approx
20260804_024555,24,4,1,11,1.0,from saved tom_scores; tie-order approx
20260804_024555,25,0,0,2,1.0,from saved tom_scores; tie-order approx
20260804_024555,25,1,0,4,1.0,from saved tom_scores; tie-order approx
20260804_024555,25,2,0,5,1.0,from saved tom_scores; tie-order approx
20260804_024555,25,3,0,11,1.0,from saved tom_scores; tie-order approx
20260804_024555,25,4,0,16,1.0,from saved tom_scores; tie-order approx
20260804_024555,26,0,0,2,1.0,from saved tom_scores; tie-order approx
20260804_024555,26,1,0,10,1.0,from saved tom_scores; tie-order approx
20260804_024555,26,2,0,12,1.0,from saved tom_scores; tie-order approx
20260804_024555,26,3,0,13,1.0,from saved tom_scores; tie-order approx
20260804_024555,26,4,1,2,1.0,from saved tom_scores; tie-order approx
20260804_024555,27,0,0,11,1.0,from saved tom_scores; tie-order approx
20260804_024555,27,1,0,20,1.0,from saved tom_scores; tie-order approx
20260804_024555,27,2,1,11,1.0,from saved tom_scores; tie-order approx
20260804_024555,27,3,1,20,1.0,from saved tom_scores; tie-order approx
20260804_024555,27,4,2,11,1.0,from saved tom_scores; tie-order approx
20260804_024555,28,0,0,1,1.0,from saved tom_scores; tie-order approx
20260804_024555,28,1,0,2,1.0,from saved tom_scores; tie-order approx
20260804_024555,28,2,0,5,1.0,from saved tom_scores; tie-order approx
20260804_024555,28,3,0,12,1.0,from saved tom_scores; tie-order approx
20260804_024555,28,4,1,2,1.0,from saved tom_scores; tie-order approx
20260804_024555,29,0,0,2,1.0,from saved tom_scores; tie-order approx
20260804_024555,29,1,0,12,1.0,from saved tom_scores; tie-order approx
20260804_024555,29,2,0,15,1.0,from saved tom_scores; tie-order approx
20260804_024555,29,3,0,21,1.0,from saved tom_scores; tie-order approx
20260804_024555,29,4,1,2,1.0,from saved tom_scores; tie-order approx
20260804_024555,30,0,0,9,1.0,from saved tom_scores; tie-order approx
20260804_024555,30,1,0,15,1.0,from saved tom_scores; tie-order approx
20260804_024555,30,2,0,24,1.0,from saved tom_scores; tie-order approx
20260804_024555,30,3,0,25,1.0,from saved tom_scores; tie-order approx
20260804_024555,30,4,1,9,1.0,from saved tom_scores; tie-order approx
