run,source_file,round_number,agent_id,agent_group,institution_choice,contribution,assigned_punishments_total,assigned_rewards_total,received_punishments,received_rewards,subsidy,ldf_contribution_round,ldf_payout_round,net_climate_transfer_round,climate_damage_taken_round,parsing_failures,rule_of_law_blocks,prior_contribution
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,1,developing,SFI,200000.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0,0,10000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,2,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,3,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,500000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,4,developed,SI,0.0,800.0,400.0,156.0,563.0,0.0,0.0,0.0,0.0,0.0,0,0,20000000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,5,developing,SFI,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0,0,2000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,6,developed,SI,2834690.0,35.0,15.0,0.0,205.0,0.0,2834690.0,0.0,0.0,0.0,0,0,1580000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,7,developed,SI,2629141.0,25.0,5.0,0.0,2.0,0.0,2629141.0,0.0,0.0,0.0,0,0,1750000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,8,developing,SFI,514341.0,0.0,0.0,0.0,0.0,0.0,514341.0,0.0,0.0,0.0,0,0,10000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,9,developing,SFI,200000.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0,0,532700.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,10,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,500.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,11,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,12,developing,SFI,500000.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0,0,10000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,13,developing,SFI,88893.0,0.0,0.0,0.0,0.0,0.0,88893.0,0.0,0.0,0.0,0,0,2000000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,14,developed,SI,3000000.0,1500.0,500.0,2286.0,0.0,414.0,3000000.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,15,developing,SFI,500000.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0,0,10000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,16,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,300.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,17,developing,SFI,200000.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0,0,25410.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,18,developed,SI,4000000.0,450.0,700.0,0.0,5.0,414.0,4000000.0,0.0,0.0,0.0,0,0,1200000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,19,developed,SI,2000000.0,800.0,300.0,2646.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,20,developed,SI,1200000.0,45.0,13.0,0.0,6.0,0.0,1200000.0,0.0,0.0,0.0,0,0,936560.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,21,developed,SI,2000000.0,10.0,8.0,0.0,310.0,0.0,2000000.0,0.0,0.0,0.0,0,0,1200000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,22,developed,SI,234506.0,3.0,5.0,900.0,11.0,0.0,234506.0,0.0,0.0,0.0,0,0,3000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,23,developing,SFI,180.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0,0,33700.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,24,developed,SI,2424596.0,3.0,5.0,0.0,977.0,0.0,2424596.0,0.0,0.0,0.0,0,0,4000000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,25,developed,SI,1000000.0,25.0,8.0,6360.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,0,developed,SI,2000000.0,3700.0,1400.0,0.0,146.0,0.0,2000000.0,0.0,0.0,0.0,0,0,1000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,1,developing,SFI,100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0,0,200000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,2,developing,SFI,1000364.0,0.0,0.0,0.0,0.0,0.0,1000364.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,3,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,4,developed,SI,12000000.0,10.0,3.0,0.0,0.0,673.0,12000000.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,5,developing,SFI,100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0,0,1000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,6,developed,SI,2834690.0,45.0,10.0,0.0,1001.0,0.0,2834690.0,0.0,0.0,0.0,0,0,2834690.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,7,developed,SI,0.0,3.0,8.0,6714.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2629141.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,8,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,514341.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,9,developing,SFI,200000.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0,0,200000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,10,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,11,developing,SFI,100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,12,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,500000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,13,developing,SFI,200000.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0,0,88893.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,14,developed,SI,4000000.0,450.0,120.0,0.0,207.0,0.0,4000000.0,0.0,0.0,0.0,0,0,3000000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,15,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,500000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,16,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,17,developing,SFI,200000.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0,0,200000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,18,developed,SI,3000000.0,65.0,15.0,0.0,1113.0,0.0,3000000.0,0.0,0.0,0.0,0,0,4000000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,19,developed,SI,0.0,300.0,500.0,7053.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2000000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,20,developed,SI,936560.0,6.0,15.0,150.0,53.0,0.0,936560.0,0.0,0.0,0.0,0,0,1200000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,21,developed,SI,0.0,3.0,7.0,5565.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2000000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,22,developed,SI,0.0,450.0,125.0,723.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,234506.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,23,developing,SFI,169556.0,0.0,0.0,0.0,0.0,0.0,169556.0,0.0,0.0,0.0,0,0,180.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,24,developed,SI,2424596.0,3.0,7.0,0.0,386.0,0.0,2424596.0,0.0,0.0,0.0,0,0,2424596.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,3,25,developed,SI,10608737.0,1700.0,700.0,0.0,0.0,673.0,10608737.0,0.0,0.0,0.0,0,0,1000000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,0,developed,SI,0.0,23.0,45.0,7251.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2000000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,1,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,2,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1000364.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,3,developing,SFI,100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,4,developed,SI,3000000.0,8.0,6.0,15.0,907.0,0.0,3000000.0,0.0,0.0,0.0,0,0,12000000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,5,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,6,developed,SI,0.0,800.0,1000.0,8778.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2834690.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,7,developed,SI,5000000.0,500.0,150.0,0.0,18.0,0.0,5000000.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,8,developing,SFI,24500.0,0.0,0.0,0.0,0.0,0.0,24500.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,9,developing,SFI,200000.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0,0,200000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,10,developing,SFI,1212136.0,0.0,0.0,0.0,0.0,0.0,1212136.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,11,developing,SFI,151532.0,0.0,0.0,0.0,0.0,0.0,151532.0,0.0,0.0,0.0,0,0,100000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,12,developing,SFI,716836.0,0.0,0.0,0.0,0.0,0.0,716836.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,13,developing,SFI,890000.0,0.0,0.0,0.0,0.0,0.0,890000.0,0.0,0.0,0.0,0,0,200000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,14,developed,SI,3000000.0,800.0,350.0,0.0,3.0,0.0,3000000.0,0.0,0.0,0.0,0,0,4000000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,15,developing,SFI,200000.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,16,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,17,developing,SFI,25410.0,0.0,0.0,0.0,0.0,0.0,25410.0,0.0,0.0,0.0,0,0,200000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,18,developed,SI,3164053.0,8.0,3.0,0.0,103.0,0.0,3164053.0,0.0,0.0,0.0,0,0,3000000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,19,developed,SI,10000000.0,7.0,3.0,0.0,0.0,565.0,10000000.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,20,developed,SI,1000000.0,500.0,150.0,927.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0,0,936560.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,21,developed,SI,8000000.0,5.0,2.0,0.0,0.0,565.0,8000000.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,22,developed,SI,4000000.0,3000.0,1300.0,0.0,421.0,0.0,4000000.0,0.0,0.0,0.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,23,developing,SFI,200000.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0,0,169556.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,24,developed,SI,4000000.0,3.0,9.0,0.0,1567.0,0.0,4000000.0,0.0,0.0,0.0,0,0,2424596.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,4,25,developed,SI,5000000.0,3.0,1.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0,0,10608737.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,0,developed,SI,2000000.0,1500.0,500.0,18.0,0.0,0.0,2000000.0,0.0,-4500.0,4500.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,1,developing,SFI,500000.0,0.0,0.0,0.0,0.0,0.0,500000.0,20250.0,-2250.0,22500.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,2,developing,SFI,300000.0,0.0,0.0,0.0,0.0,0.0,300000.0,20250.0,-2250.0,22500.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,3,developing,SFI,1784326.0,0.0,0.0,0.0,0.0,0.0,1784326.0,20250.0,-2250.0,22500.0,0,0,100000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,4,developed,SI,8000000.0,1.0,3.0,0.0,0.0,155.0,8000000.0,0.0,-4500.0,4500.0,0,0,3000000.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,5,developing,SFI,1215506.0,0.0,0.0,0.0,0.0,0.0,1215506.0,20250.0,-2250.0,22500.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,6,developed,SI,4000000.0,2.0,5.0,0.0,1.0,0.0,4000000.0,0.0,-4500.0,4500.0,0,0,0.0
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,7,developed,SI,2629141.0,8.0,3.0,3.0,0.0,0.0,2629141.0,0.0,-4500.0,4500.0,0,0,5000000.0
