round_number,agent_id,agent_group,institution_choice,contribution,prop_of_wealth,wealth_eor,stage1_cap,liquidity_forced_approx,voluntary_zero_approx,reputation,shock_occurred,ldf_payout_round,prev_contribution,prev_prop,prev_reputation,prev_ldf_payout,mentions_coop,mentions_mcpr,mentions_conserve,mentions_free_ride,evidence_id,contribution_reasoning
5,8,developing,SFI,0.0,0.0,430812.20000000007,430812.0,False,True,1.0,1,20250.0,0.0,0.0,5.12,0.0,0,1,0,1,RB-05-A8-contribution,"Given low MCPR and no immediate need for resilience, I choose to free-ride this round."
5,24,developing,SFI,0.0,0.0,2498381.2,2498381.0,False,True,1.0,1,20250.0,0.0,0.0,5.36,0.0,0,1,0,0,RB-05-A24-contribution,"Given low MCPR and no significant punishment effect, contributing nothing maximizes my payoff."
6,4,developing,SFI,0.0,0.0,332183.8285714286,332183.0,False,True,1.0,0,0.0,0.0,0.0,5.12,20250.0,0,1,0,1,RB-06-A4-contribution,"Given a low MCPR of 0.1143, it is optimal to contribute nothing to maximize my payoff."
6,7,developing,SFI,0.0,0.0,374573.8285714286,374573.0,False,True,1.36,0,0.0,0.0,0.0,1.0,20250.0,0,1,0,1,RB-06-A7-contribution,"Given a low MCPR and no personal gain from contributing, I choose to free-ride."
6,9,developing,SFI,0.0,0.0,264492.8285714286,264492.0,False,True,5.0,0,0.0,10000.0,0.057900459845452,5.96,20250.0,0,1,0,0,RB-06-A9-contribution,"Given a low MCPR and no historical contribution from peers, contributing nothing maximizes my payoff."
7,4,developing,SFI,0.0,0.0,400691.8285714286,400691.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,RB-07-A4-contribution,"Given high MCPR and no free endowment, I choose to contribute nothing to maximize my payoff."
7,7,developing,SFI,0.0,0.0,443081.8285714286,443081.0,False,True,1.0,0,0.0,0.0,0.0,1.36,0.0,0,1,0,0,RB-07-A7-contribution,"Given that most peers contribute highly and I have a low MCPR, contributing nothing maximizes my payoff."
7,24,developing,SFI,0.0,0.0,2558671.8285714285,2558671.0,False,True,5.12,0,0.0,100000.0,0.0401580003904275,1.0,0.0,0,0,0,1,RB-07-A24-contribution,"Given that most peers follow the SI strategy, I choose to contribute nothing this round."
9,8,developing,SFI,0.0,0.0,274969.1142857144,274969.0,False,True,7.2,0,0.0,30830.0,0.1909061073854593,6.24,0.0,0,0,1,1,RB-09-A8-contribution,"Given high vulnerability and limited budget, I choose to contribute nothing this round."
9,24,developing,SFI,0.0,0.0,2667716.1142857145,2667716.0,False,True,5.12,0,0.0,128246.0,0.0502090641443247,1.0,0.0,0,0,0,1,RB-09-A24-contribution,"Given high peer contributions to SI, I choose not to contribute significantly to emissions reduction this round."
10,24,developing,SFI,0.0,0.0,2808753.485714286,2808753.0,False,True,1.0,1,40500.0,0.0,0.0,5.12,0.0,0,0,0,1,RB-10-A24-contribution,"Given that I have a history of low contributions and my institution, SFI, tends to have lower contributors, I choose not to contribute significantly."
14,12,developing,SFI,0.0,0.0,1608764.7714285715,1608764.0,False,True,6.32,0,0.0,30824.0,0.0211639875342693,6.56,0.0,0,1,0,1,RB-14-A12-contribution,"Given high peer contributions and no MCPR, I choose to contribute nothing this round."
15,12,developing,SFI,0.0,0.0,1756435.6285714286,1756435.0,False,True,1.0,0,0.0,0.0,0.0,6.32,0.0,0,1,0,1,RB-15-A12-contribution,"Given low MCPR and high peer contributions, it's optimal to contribute nothing."
16,12,developing,SFI,0.0,0.0,1881923.6285714288,1881923.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,RB-16-A12-contribution,"Given a low MCPR and high peer contributions, contributing nothing maximizes my cumulative payoff."
17,0,developing,SFI,0.0,0.0,498325.7142857144,498325.0,False,True,6.68,0,0.0,106900.0,0.6378790534260146,8.0,0.0,0,1,0,0,RB-17-A0-contribution,"Given high peer contributions and my SFI institution, I choose to contribute minimally due to low MCPR."
17,8,developing,SFI,0.0,0.0,1397380.7142857146,1397380.0,False,True,5.0,0,0.0,30830.0,0.0289038034651724,5.0,0.0,0,1,0,0,RB-17-A8-contribution,"Given high peer contributions and low MCPR, contributing nothing maximizes my payoff."
18,0,developing,SFI,0.0,0.0,643279.4285714286,643279.0,False,True,1.0,0,0.0,0.0,0.0,6.68,0.0,0,1,0,0,RB-18-A0-contribution,"Given a low MCPR of 0.1143, it is rational to contribute minimally."
19,0,developing,SFI,0.0,0.0,771916.6857142858,771916.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,RB-19-A0-contribution,"Given low MCPR and previous rounds' behavior, I choose to contribute minimally."
19,18,developing,SFI,0.0,0.0,482854.68571428594,482854.0,False,True,7.04,0,0.0,214920.0,0.6067459776521439,6.6,0.0,0,1,0,0,RB-19-A18-contribution,"Given high MCPR and previous round data indicating low contributions from SFI members, it is rational to contribute minimally."
20,0,developing,SFI,0.0,0.0,969367.3142857144,969367.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,RB-20-A0-contribution,"Given low MCPR and no apparent pressure from peers, I choose to contribute minimally."
20,18,developing,SFI,0.0,0.0,680305.3142857145,680305.0,False,True,1.0,0,0.0,0.0,0.0,7.04,0.0,0,1,0,0,RB-20-A18-contribution,"Given a high MCPR and low contributions from SFI members, contributing minimally aligns with my interests."
21,0,developing,SFI,0.0,0.0,1088493.142857143,1088493.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,RB-21-A0-contribution,"Given that I have no past contributions and my institution is SFI, which typically faces higher vulnerability and tighter budget constraints, I choose to contribute minimally this round."
21,18,developing,SFI,0.0,0.0,799431.1428571431,799431.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,RB-21-A18-contribution,"Given low contributions from SFI members and high MCPR, contributing minimally aligns with my interests."
22,15,developing,SFI,0.0,0.0,339886.0571428574,339886.0,False,True,5.84,0,0.0,100000.0,0.4617292419725068,5.12,0.0,0,1,0,0,RB-22-A15-contribution,"Given low contributions from SFI members and high MCPR, I choose to contribute minimally."
22,18,developing,SFI,0.0,0.0,922740.0571428572,922740.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,RB-22-A18-contribution,"Given SFI's low contribution history and my institution's constraints, I choose to contribute minimally."
23,0,developing,SFI,0.0,0.0,1321456.942857143,1321456.0,False,True,3.2,0,0.0,1069.0,0.00088293616309,1.0,0.0,0,1,1,0,RB-23-A0-contribution,"Given low MCPR and high budget, contributing minimally maximizes my cumulative payoff."
23,7,developing,SFI,0.0,0.0,640459.9428571431,640459.0,False,True,5.64,0,0.0,100000.0,0.1887732553818445,5.0,0.0,0,1,0,0,RB-23-A7-contribution,"Given low contributions from SFI members and high MCPR, I choose to contribute minimally."
23,9,developing,SFI,0.0,0.0,702006.9428571431,702006.0,False,True,5.0,0,0.0,128246.0,0.2168944272134201,5.0,0.0,0,1,0,0,RB-23-A9-contribution,"Given low contributions from SFI members and high MCPR, I choose to contribute minimally."
24,0,developing,SFI,0.0,0.0,1391685.742857143,1391685.0,False,True,1.0,0,0.0,0.0,0.0,3.2,0.0,0,1,1,0,RB-24-A0-contribution,"Given a low MCPR and high budget, contributing minimally maximizes my payoff."
24,4,developing,SFI,0.0,0.0,236484.74285714305,236484.0,False,True,6.44,0,0.0,200000.0,1.2029645170149006,6.56,0.0,0,1,0,0,RB-24-A4-contribution,"Given a high MCPR and my recent contributions, I choose to contribute minimally this round."
24,7,developing,SFI,0.0,0.0,710688.7428571432,710688.0,False,True,1.0,0,0.0,0.0,0.0,5.64,0.0,0,1,0,0,RB-24-A7-contribution,"Given that I am an SFI institution and my MCPR is low, contributing minimally maximizes my payoff."
24,15,developing,SFI,0.0,0.0,420838.7428571431,420838.0,False,True,4.52,0,0.0,100000.0,0.2852172393774504,1.0,0.0,0,0,0,1,RB-24-A15-contribution,"Given SFI's historical low contributions and my own past behavior, I choose to contribute nothing this round."
24,20,developing,SFI,0.0,0.0,180952.74285714296,180952.0,False,True,6.6,0,0.0,182578.0,1.6489477821031338,5.6,0.0,0,1,0,0,RB-24-A20-contribution,"Given a high MCPR and previous-round peer data indicating low contributions from SFI members, contributing nothing maximizes my payoff."
25,0,developing,SFI,0.0,0.0,1561000.485714286,1561000.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,RB-25-A0-contribution,"Given high peer contributions and institutional strategy, I choose to free ride."
25,4,developing,SFI,0.0,0.0,405799.48571428587,405799.0,False,True,1.0,0,0.0,0.0,0.0,6.44,0.0,0,1,0,0,RB-25-A4-contribution,"Given that my institution is SFI and I have a low MCPR, contributing nothing maximizes my payoff."
25,12,developing,SFI,0.0,0.0,285257.4857142857,285257.0,False,True,5.36,0,0.0,213382.0,1.840408418342452,6.56,0.0,0,1,0,0,RB-25-A12-contribution,"Given SFI's low contribution history and high MCPR, contributing nothing maximizes my payoff."
26,18,developing,SFI,0.0,0.0,385862.3428571432,385862.0,False,True,5.72,0,0.0,1000000.0,5.780096715881154,5.6,0.0,0,1,0,0,RB-26-A18-contribution,"Given a high MCPR and my institution's typical behavior, contributing nothing maximizes my payoff."
27,0,developing,SFI,0.0,0.0,1907606.8,1907606.0,False,True,4.2,0,0.0,1069.0,0.0006030055479089,1.0,0.0,0,1,1,0,RB-27-A0-contribution,"Given a high MCPR and my developing country's vulnerability, I choose to conserve resources for immediate resilience needs."
27,15,developing,SFI,0.0,0.0,822880.8000000003,822880.0,False,True,6.08,0,0.0,113879.0,0.1655072860719192,1.0,0.0,0,1,1,0,RB-27-A15-contribution,"Given that I have a high wealth and MCPR, contributing nothing allows me to maximize my payoff by minimizing immediate costs."
28,7,developing,SFI,0.0,0.0,545917.2000000003,545917.0,False,True,5.0,0,0.0,1069.0,0.0030841864614312,5.16,0.0,0,0,1,0,RB-28-A7-contribution,"Given that I am from a developing country with limited budget and high vulnerability index, contributing nothing seems to be the best option for maximizing my payoff."
29,4,developing,SFI,0.0,0.0,654813.5428571431,654813.0,False,True,6.44,0,0.0,100000.0,0.1809020936161098,6.92,0.0,0,0,0,1,RB-29-A4-contribution,"Given low contributions from peers in SFI and high vulnerability, I choose not to contribute."
29,7,developing,SFI,0.0,0.0,647945.5428571432,647945.0,False,True,1.0,0,0.0,0.0,0.0,5.0,0.0,0,0,0,1,RB-29-A7-contribution,"Given the high contribution from peers in SI and my institution's strategy of most peers being in SI, I choose to contribute nothing this round."
29,15,developing,SFI,0.0,0.0,301339.54285714315,301339.0,False,True,5.16,0,0.0,822880.0,4.1286189637110144,1.0,0.0,0,0,0,1,RB-29-A15-contribution,"Given Agent 7's past behavior of contributing $0 despite stating it would maximize their payoff, I decide to follow their lead and contribute nothing."
30,18,developing,SFI,0.0,0.0,382510.7428571432,382510.0,False,True,4.76,0,0.0,100000.0,0.4966734233173123,5.0,0.0,0,0,0,1,RB-30-A18-contribution,"Given that most peers from SFI institution contributed little to nothing, and considering my own recent contributions, I choose not to contribute."
1,3,developed,SI,0.0,0.0,1875073.3333333333,1875073.0,False,True,5.0,0,0.0,,,,,0,0,1,1,RB-01-A3-contribution,"Given high initial wealth and no prior contribution history, I choose to contribute nothing in this round."
1,5,developed,SI,0.0,0.0,5953827.333333333,5953827.0,False,True,5.0,0,0.0,,,,,0,0,1,1,RB-01-A5-contribution,"Given high initial wealth and no prior contribution history, I choose to contribute nothing initially."
1,10,developed,SI,0.0,0.0,2200178.333333333,2200178.0,False,True,5.0,0,0.0,,,,,0,0,0,0,RB-01-A10-contribution,Maximizing my cumulative payoff requires starting with a low contribution to avoid punishment and assess the group's behavior.
1,25,developed,SI,0.0,0.0,4427099.333333333,4427099.0,False,True,5.0,0,0.0,,,,,0,1,0,0,RB-01-A25-contribution,"The marginal return to me per unit contributed (MCPR) is very low at 0.1333, and I have no prior experience with this institution or group, so I will start by contributing nothing."
3,14,developed,SI,0.0,0.0,6640942.8,6640942.0,False,True,7.0,0,0.0,880000.0,0.1916828659260399,5.08,0.0,0,0,1,1,RB-03-A14-contribution,"Given a high budget and no punishment or reward effects, I choose to free-ride this round."
4,10,developed,SI,0.0,0.0,10502655.466666669,10502655.0,False,True,5.0,0,0.0,100000.0,0.0123273952024095,5.6,0.0,0,1,1,1,RB-04-A10-contribution,"Given a high budget and low MCPR, it is optimal to contribute nothing."
4,23,developed,SI,0.0,0.0,7831921.466666667,7831921.0,False,True,5.24,0,0.0,1500000.0,0.2756709472483794,4.84,0.0,0,1,1,1,RB-04-A23-contribution,"Given a high budget and low MCPR, I choose to contribute nothing to maximize my cumulative payoff."
4,25,developed,SI,0.0,0.0,11359278.466666669,11359278.0,False,True,7.16,0,0.0,1500000.0,0.1672857764554816,5.24,0.0,0,1,0,1,RB-04-A25-contribution,"Given no marginal return to me per unit contributed, and considering my institution's strategy is to follow the SI approach which has been followed by most peers, I choose not to contribute this round."
5,5,developed,SI,0.0,0.0,8279134.133333333,8279134.0,False,True,6.56,1,0.0,3063221.0,0.5609080118997916,5.28,0.0,0,1,0,1,RB-05-A5-contribution,"Given no marginal return to me per unit contributed (MCPR of 0.1333), I choose not to contribute."
6,2,developed,SI,0.0,0.0,8292031.8,8292031.0,False,True,5.12,0,0.0,3799420.0,0.5739957051718322,5.0,0.0,0,1,1,1,RB-06-A2-contribution,"Given a high budget and low marginal return, I choose to contribute nothing to maximize my payoff."
6,3,developed,SI,0.0,0.0,7347343.8,7347343.0,False,True,5.0,0,0.0,300000.0,0.0528519052501109,5.32,0.0,0,1,1,1,RB-06-A3-contribution,"Given a high budget and low marginal return, I choose to contribute nothing to maximize my payoff."
6,5,developed,SI,0.0,0.0,9946064.8,9946064.0,False,True,1.0,0,0.0,0.0,0.0,6.56,0.0,0,1,0,1,RB-06-A5-contribution,"Given a low MCPR of 0.1333, it is optimal to contribute nothing this round."
6,6,developed,SI,0.0,0.0,5869096.8,5869096.0,False,True,5.6,0,0.0,1350000.0,0.3220238452853053,5.24,0.0,0,1,0,0,RB-06-A6-contribution,"Given a low MCPR and no free endowment, contributing nothing maximizes my payoff in this scenario."
6,14,developed,SI,0.0,0.0,8617228.799999999,8617228.0,False,True,6.08,0,0.0,880000.0,0.1269105420664605,5.0,0.0,0,1,0,1,RB-06-A14-contribution,"Given no marginal return to me per unit contributed, it is optimal for my payoff to contribute nothing."
7,23,developed,SI,0.0,0.0,12470803.6,12470803.0,False,True,5.0,0,0.0,3000000.0,0.3353513735679267,5.44,0.0,0,1,0,1,RB-07-A23-contribution,"Given that my marginal return to contribution is low (MCPR = 0.1333) and other developed countries like myself have not contributed significantly in previous rounds, it's optimal for me to contribute nothing this round."
23,14,developed,SI,0.0,0.0,177173216.4666667,177173216.0,False,True,5.0,0,0.0,10000000.0,0.0713810808137132,5.36,0.0,0,1,0,1,RB-23-A14-contribution,"Given low contributions from SFI members and high MCPR, I choose to contribute nothing to avoid being taken advantage of by free-riders."
24,3,developed,SI,0.0,0.0,122915900.13333336,122915900.0,False,True,5.72,0,0.0,20000000.0,0.2057860356143862,5.0,0.0,0,1,0,0,RB-24-A3-contribution,"Given a high MCPR and my previous contributions, I choose to contribute minimally this round."
24,6,developed,SI,0.0,0.0,139672245.13333336,139672245.0,False,True,5.36,0,0.0,27900000.0,0.2334359976856133,5.0,0.0,0,1,0,0,RB-24-A6-contribution,"Given a high MCPR and previous-round peer data indicating low contributions from SFI members, contributing minimally maximizes my payoff."
24,14,developed,SI,0.0,0.0,202834438.13333336,202834438.0,False,True,1.0,0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,RB-24-A14-contribution,"Given a high MCPR and my previous contributions, contributing nothing maximizes my payoff."
25,10,developed,SI,0.0,0.0,157079925.6666667,157079925.0,False,True,5.48,0,0.0,50000000.0,0.3680691769744558,5.0,0.0,0,1,0,0,RB-25-A10-contribution,"Given that most peers follow the Selfish-Institution (SI) strategy, and considering my own previous contributions and MCPR, contributing nothing maximizes my payoff."
25,22,developed,SI,0.0,0.0,76195753.66666672,76195753.0,False,True,5.72,0,0.0,30000000.0,0.5459207405919029,5.72,0.0,0,1,0,1,RB-25-A22-contribution,"Given a high MCPR of 1.6, I choose to contribute nothing as it maximizes my payoff."
26,3,developed,SI,0.0,0.0,167214380.20000005,167214380.0,False,True,5.0,0,0.0,17568400.0,0.1387680660960756,1.0,0.0,0,1,1,0,RB-26-A3-contribution,"Given a high MCPR and large wealth, contributing nothing maximizes my payoff."
30,25,developed,SI,0.0,0.0,101717449.80000009,101717449.0,False,True,5.0,0,0.0,16616178.0,0.1965633563425032,5.0,0.0,0,1,1,0,RB-30-A25-contribution,"Given a high budget and low MCPR, contributing nothing maximizes my payoff by not wasting resources."
