run,source_file,round_number,agent_id,agent_group,institution_choice,in_si,in_sfi,wealth,reputation,rank,strategy,contribution_capacity,vulnerability,shock_occurred,has_constitutional_change
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,17,developing,SFI,0,1,379288.5714285714,5.0,18 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,18,developing,SFI,0,1,108588.57142857143,5.0,21 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,19,developing,SFI,0,1,165288.57142857142,5.0,20 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,20,developing,SFI,0,1,1111588.5714285714,5.0,14 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,21,developed,SI,1,0,2962962.333333333,5.0,5 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,22,developed,SI,1,0,1273171.3333333333,5.0,13 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,23,developed,SI,1,0,1296995.333333333,5.0,12 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,24,developing,SFI,0,1,2331588.5714285714,5.0,6 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,25,developed,SI,1,0,4427099.333333333,5.0,3 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,0,developing,SFI,0,1,90618.77142857143,2.8,21 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,1,developing,SFI,0,1,80207.77142857143,5.0,22 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,2,developed,SI,1,0,4662554.333333333,5.12,7 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,3,developed,SI,1,0,5083896.333333333,1.36,6 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,4,developing,SFI,0,1,49527.77142857143,5.0,25 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,5,developed,SI,1,0,7268788.333333333,1.72,3 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,6,developed,SI,1,0,6467445.333333333,5.0,4 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,7,developing,SFI,0,1,71917.77142857143,1.96,23 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,8,developing,SFI,0,1,409938.77142857143,1.0,18 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,9,developing,SFI,0,1,45919.77142857143,2.16,26 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,10,developed,SI,1,0,5394520.333333333,1.0,5 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,11,developing,SFI,0,1,454297.77142857143,1.0,16 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,12,developing,SFI,0,1,579138.7714285714,1.0,15 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,13,developed,SI,1,0,18310797.333333332,4.44,1 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,14,developed,SI,1,0,4590916.333333333,5.08,8 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,15,developing,SFI,0,1,53107.77142857143,5.0,24 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,16,developed,SI,1,0,4427824.333333333,5.0,9 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,17,developing,SFI,0,1,424207.77142857143,1.0,17 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,18,developing,SFI,0,1,142707.77142857143,5.0,20 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,19,developing,SFI,0,1,210138.77142857143,3.56,19 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,20,developing,SFI,0,1,1156438.7714285713,3.08,14 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,21,developed,SI,1,0,3319504.333333333,5.0,12 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,22,developed,SI,1,0,3380071.333333333,5.0,11 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,23,developed,SI,1,0,4110007.333333333,5.72,10 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,24,developing,SFI,0,1,2377507.7714285715,3.12,13 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,25,developed,SI,1,0,7639167.333333333,1.0,2 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,0,developing,SFI,0,1,157172.0285714286,5.0,21 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,1,developing,SFI,0,1,145692.0285714286,1.0,22 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,2,developed,SI,1,0,6983910.8,6.48,4 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,3,developed,SI,1,0,2600761.8,6.32,12 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,4,developing,SFI,0,1,96081.02857142859,1.0,25 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,5,developed,SI,1,0,6126443.8,5.24,6 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,6,developed,SI,1,0,5298764.8,5.12,9 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,7,developing,SFI,0,1,128471.02857142859,5.56,23 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,8,developing,SFI,0,1,276492.0285714286,4.2,18 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,9,developing,SFI,0,1,66554.02857142859,6.0,26 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,10,developed,SI,1,0,8112013.8,5.6,3 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,11,developing,SFI,0,1,490021.0285714286,4.08,16 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,12,developing,SFI,0,1,614868.0285714286,5.04,15 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,13,developed,SI,1,0,21006013.799999997,6.8,1 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,14,developed,SI,1,0,6640942.8,7.0,5 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,15,developing,SFI,0,1,119661.02857142859,1.0,24 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,16,developed,SI,1,0,6056566.8,6.32,7 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,17,developing,SFI,0,1,459931.0285714286,7.04,17 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,18,developing,SFI,0,1,197461.0285714286,6.44,20 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,19,developing,SFI,0,1,275623.0285714286,4.92,19 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,20,developing,SFI,0,1,1122992.0285714285,4.2,14 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,21,developed,SI,1,0,4151780.8,5.6,11 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,22,developed,SI,1,0,4994073.8,5.56,10 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,23,developed,SI,1,0,5441269.8,4.84,8 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,24,developing,SFI,0,1,2344061.0285714287,1.0,13 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,25,developed,SI,1,0,8966691.8,5.24,2 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,0,developing,SFI,0,1,182850.2,1.36,21 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,1,developing,SFI,0,1,170301.2,5.0,22 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,2,developed,SI,1,0,7598854.466666667,7.12,5 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,3,developed,SI,1,0,3533603.4666666663,4.4,11 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,4,developing,SFI,0,1,111759.20000000001,5.12,24 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,5,developed,SI,1,0,5461182.466666667,5.28,9 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,6,developed,SI,1,0,2722447.4666666663,5.96,12 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,7,developing,SFI,0,1,154149.2,6.68,23 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,8,developing,SFI,0,1,302170.20000000007,5.12,18 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,9,developing,SFI,0,1,54068.20000000001,6.44,26 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,10,developed,SI,1,0,10502655.466666667,5.0,3 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,11,developing,SFI,0,1,484869.20000000007,5.48,16 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,12,developing,SFI,0,1,609722.2000000001,5.0,15 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,13,developed,SI,1,0,22204935.466666665,5.6,1 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,14,developed,SI,1,0,4994230.466666667,1.0,10 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,15,developing,SFI,0,1,100544.20000000001,1.0,25 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,16,developed,SI,1,0,7254387.466666667,6.68,6 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,17,developing,SFI,0,1,454779.20000000007,5.16,17 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,18,developing,SFI,0,1,223139.2,6.68,20 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,19,developing,SFI,0,1,300232.20000000007,5.0,19 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,20,developing,SFI,0,1,1111567.2,5.72,14 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,21,developed,SI,1,0,6529794.466666667,6.08,7 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,22,developed,SI,1,0,6202988.466666667,6.6,8 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,23,developed,SI,1,0,7831921.466666667,5.24,4 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,24,developing,SFI,0,1,2369739.2,5.36,13 out of 26,LLM,0.1,1.5,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,25,developed,SI,1,0,11359278.466666667,7.16,2 out of 26,LLM,1.0,0.3,0,0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,0,developing,SFI,0,1,311492.2,1.0,20 out of 26,LLM,0.1,1.5,1,1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,1,developing,SFI,0,1,297874.2,5.0,21 out of 26,LLM,0.1,1.5,1,1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,2,developed,SI,1,0,6619248.133333333,5.0,9 out of 26,LLM,1.0,0.3,1,1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,3,developed,SI,1,0,5676238.133333333,5.32,10 out of 26,LLM,1.0,0.3,1,1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,4,developing,SFI,0,1,240401.2,5.12,23 out of 26,LLM,0.1,1.5,1,1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,5,developed,SI,1,0,8279134.133333333,6.56,6 out of 26,LLM,1.0,0.3,1,1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,6,developed,SI,1,0,4192236.133333333,5.24,11 out of 26,LLM,1.0,0.3,1,1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,7,developing,SFI,0,1,282791.2,1.0,22 out of 26,LLM,0.1,1.5,1,1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,8,developing,SFI,0,1,430812.20000000007,1.0,17 out of 26,LLM,0.1,1.5,1,1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,9,developing,SFI,0,1,172710.2,5.96,26 out of 26,LLM,0.1,1.5,1,1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,10,developed,SI,1,0,12294986.133333333,1.0,2 out of 26,LLM,1.0,0.3,1,1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,11,developing,SFI,0,1,582681.2000000001,7.04,15 out of 26,LLM,0.1,1.5,1,1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,12,developing,SFI,0,1,723452.2000000001,6.44,14 out of 26,LLM,0.1,1.5,1,1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,13,developed,SI,1,0,23823319.133333333,4.24,1 out of 26,LLM,1.0,0.3,1,1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,14,developed,SI,1,0,6934018.133333333,5.0,8 out of 26,LLM,1.0,0.3,1,1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,15,developing,SFI,0,1,184391.2,5.0,25 out of 26,LLM,0.1,1.5,1,1
