run,source_file,round_number,agent_id,agent_group,institution_choice,contribution,assigned_punishments_total,assigned_rewards_total,received_punishments,received_rewards,subsidy,ldf_contribution_round,ldf_payout_round,net_climate_transfer_round,climate_damage_taken_round,parsing_failures,rule_of_law_blocks,prior_contribution
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,2,developed,SI,500000.0,30.0,25.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0,0,30000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,3,developed,SI,100000.0,3.0,8.0,8076.0,0.0,0.0,100000.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,4,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,5,developed,SI,2000000.0,1700.0,0.0,249.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,6,developed,SI,300000.0,80.0,70.0,0.0,2.0,0.0,300000.0,0.0,0.0,0.0,0,0,200000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,7,developing,SFI,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,8,developing,SFI,1069.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,9,developing,SFI,381648.0,0.0,0.0,0.0,0.0,0.0,381648.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,10,developed,SI,120000.0,30.0,45.0,2493.0,0.0,0.0,120000.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,11,developing,SFI,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,12,developing,SFI,1069.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,13,developed,SI,15000000.0,3000.0,2000.0,0.0,5.0,514.0,15000000.0,0.0,0.0,0.0,0,0,22500.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,14,developed,SI,880000.0,3.0,7.0,0.0,40.0,0.0,880000.0,0.0,0.0,0.0,0,0,880000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,15,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,16,developed,SI,1200000.0,7.0,11.0,0.0,13.0,0.0,1200000.0,0.0,0.0,0.0,0,0,1200000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,17,developing,SFI,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,18,developing,SFI,11800.0,0.0,0.0,0.0,0.0,0.0,11800.0,0.0,0.0,0.0,0,0,11800.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,19,developing,SFI,1069.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,20,developing,SFI,1069.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,21,developed,SI,2962962.0,11.0,7.0,0.0,2098.0,514.0,2962962.0,0.0,0.0,0.0,0,0,2000000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,22,developed,SI,1210000.0,30.0,30.0,0.0,50.0,0.0,1210000.0,0.0,0.0,0.0,0,0,1210000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,23,developed,SI,503863.0,30.0,9.0,0.0,4.0,0.0,503863.0,0.0,0.0,0.0,0,0,4000000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,24,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,25,developed,SI,100000.0,222.0,0.0,4620.0,0.0,0.0,100000.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,0,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1069.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,1,developing,SFI,1069.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,2,developed,SI,500000.0,1500.0,3500.0,2163.0,0.0,0.0,500000.0,0.0,0.0,0.0,0,0,500000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,3,developed,SI,5083896.0,254194.0,0.0,0.0,0.0,26436.0,5083896.0,0.0,0.0,0.0,0,0,100000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,4,developing,SFI,20000.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,5,developed,SI,4000000.0,400.0,900.0,0.0,4000.0,26436.0,4000000.0,0.0,0.0,0.0,0,0,2000000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,6,developed,SI,4000000.0,500.0,700.0,0.0,4000.0,0.0,4000000.0,0.0,0.0,0.0,0,0,300000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,7,developing,SFI,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0,1000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,8,developing,SFI,200000.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0,0,1069.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,9,developing,SFI,45919.0,0.0,0.0,0.0,0.0,0.0,45919.0,0.0,0.0,0.0,0,0,381648.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,10,developed,SI,100000.0,2.0,2.0,11022.0,0.0,0.0,100000.0,0.0,0.0,0.0,0,0,120000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,11,developing,SFI,30830.0,0.0,0.0,0.0,0.0,0.0,30830.0,0.0,0.0,0.0,0,0,1000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,12,developing,SFI,30824.0,0.0,0.0,0.0,0.0,0.0,30824.0,0.0,0.0,0.0,0,0,1069.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,13,developed,SI,120000.0,3000.0,10000.0,603.0,300.0,0.0,120000.0,0.0,0.0,0.0,0,0,15000000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,14,developed,SI,0.0,420.0,20.0,778053.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,880000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,15,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,16,developed,SI,1200000.0,5.0,2.0,300.0,530.0,0.0,1200000.0,0.0,0.0,0.0,0,0,1200000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,17,developing,SFI,30830.0,0.0,0.0,0.0,0.0,0.0,30830.0,0.0,0.0,0.0,0,0,1000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,18,developing,SFI,11800.0,0.0,0.0,0.0,0.0,0.0,11800.0,0.0,0.0,0.0,0,0,11800.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,19,developing,SFI,1069.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0,0,1069.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,20,developing,SFI,100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0,0,1069.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,21,developed,SI,2000000.0,140.0,130.0,0.0,4027.0,0.0,2000000.0,0.0,0.0,0.0,0,0,2962962.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,22,developed,SI,1210000.0,3500.0,800.0,510.0,293.0,0.0,1210000.0,0.0,0.0,0.0,0,0,1210000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,23,developed,SI,1500000.0,6.0,12.0,300.0,3061.0,0.0,1500000.0,0.0,0.0,0.0,0,0,503863.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,24,developing,SFI,100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,25,developed,SI,1500000.0,700.0,300.0,150.0,155.0,0.0,1500000.0,0.0,0.0,0.0,0,0,100000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,0,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,1,developing,SFI,1069.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0,0,1069.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,2,developed,SI,1500000.0,250001.0,35000.0,0.0,1160.0,0.0,1500000.0,0.0,0.0,0.0,0,0,500000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,3,developed,SI,1466364.0,450.0,80.0,0.0,951.0,0.0,1466364.0,0.0,0.0,0.0,0,0,5083896.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,4,developing,SFI,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0,20000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,5,developed,SI,3063221.0,600.0,225.0,0.0,0.0,0.0,3063221.0,0.0,0.0,0.0,0,0,4000000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,6,developed,SI,5000000.0,600.0,225.0,0.0,0.0,25723.0,5000000.0,0.0,0.0,0.0,0,0,4000000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,7,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,8,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,200000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,9,developing,SFI,38164.0,0.0,0.0,0.0,0.0,0.0,38164.0,0.0,0.0,0.0,0,0,45919.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,10,developed,SI,0.0,15.0,1.0,8127.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,11,developing,SFI,30830.0,0.0,0.0,0.0,0.0,0.0,30830.0,0.0,0.0,0.0,0,0,30830.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,12,developing,SFI,30824.0,0.0,0.0,0.0,0.0,0.0,30824.0,0.0,0.0,0.0,0,0,30824.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,13,developed,SI,1200000.0,4.0,6.0,3.0,150.0,0.0,1200000.0,0.0,0.0,0.0,0,0,120000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,14,developed,SI,3320470.0,600.0,150.0,750000.0,0.0,25723.0,3320470.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,15,developing,SFI,44795.0,0.0,0.0,0.0,0.0,0.0,44795.0,0.0,0.0,0.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,16,developed,SI,1200000.0,750.0,250.0,0.0,36.0,0.0,1200000.0,0.0,0.0,0.0,0,0,1200000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,17,developing,SFI,30830.0,0.0,0.0,0.0,0.0,0.0,30830.0,0.0,0.0,0.0,0,0,30830.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,18,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11800.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,19,developing,SFI,1069.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0,0,1069.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,20,developing,SFI,37103.0,0.0,0.0,0.0,0.0,0.0,37103.0,0.0,0.0,0.0,0,0,100000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,21,developed,SI,30830.0,3700.0,1300.0,0.0,15059.0,0.0,30830.0,0.0,0.0,0.0,0,0,2000000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,22,developed,SI,1210000.0,6.0,15.0,0.0,20151.0,0.0,1210000.0,0.0,0.0,0.0,0,0,1210000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,23,developed,SI,0.0,500.0,250.0,7383.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1500000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,24,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,25,developed,SI,0.0,7.0,5.0,6186.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1500000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,0,developing,SFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20250.0,-2250.0,22500.0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,1,developing,SFI,1069.0,0.0,0.0,0.0,0.0,0.0,1069.0,20250.0,-2250.0,22500.0,0,0,1069.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,2,developed,SI,3799420.0,350.0,50.0,0.0,495.0,0.0,3799420.0,0.0,-4500.0,4500.0,0,0,1500000.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,3,developed,SI,300000.0,450.0,125.0,376509.0,0.0,0.0,300000.0,0.0,-4500.0,4500.0,0,0,1466364.0
