run,source_file,round_number,voter,vote_choice,n_proposals,record_id
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,25,"{'vote': 0, 'reason': 'I choose to increase the subsidy fraction to 0.3 as it strikes a balance between incentivizing cooperation and maintaining reasonable punishment costs.'}",2,CC-R05-V25
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,0,"{'vote': 1, 'reason': 'I choose to increase the equity weight in LDF payouts as it prioritizes poorer developing nations, promoting fairness and trust within the community.'}",2,CC-R10-V0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,1,"{'vote': 0, 'reason': 'I choose proposal [0] LDF_MAX_COVERAGE → 0.95 because it directly addresses the issue of free-riding and has a more significant predicted resilience impact.'}",2,CC-R10-V1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,2,"{'vote': 1, 'reason': 'I choose to increase the equity weight in LDF payouts as it promotes fairness and cooperation among nations, which is crucial for long-term sustainability.'}",2,CC-R10-V2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,3,"{'vote': 1, 'reason': 'I choose to increase the equity weight in LDF payouts as it prioritizes poorer developing nations, promoting fairness and trust within the community.'}",2,CC-R10-V3
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,4,"{'vote': 1, 'reason': 'I choose proposal [1] LDF_EQUITY_WEIGHT → 0.5 because it prioritizes fairness and cooperation by giving more weight to poorer nations, which I believe will increase overall group welfare.'}",2,CC-R10-V4
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,5,"{'vote': 1, 'reason': 'I choose proposal [1] to prioritize equity in LDF payouts, which I believe will promote fairness and cooperation within the community.'}",2,CC-R10-V5
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,6,"{'vote': 1, 'reason': 'I choose proposal [1] LDF_EQUITY_WEIGHT → 0.5 because it prioritizes fairness and equity, which I believe will foster a more cooperative community.'}",2,CC-R10-V6
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,7,"{'vote': 1, 'reason': 'I choose proposal [1] LDF_EQUITY_WEIGHT → 0.5 because it prioritizes fairness and equity, which I believe will foster a more cooperative community.'}",2,CC-R10-V7
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,8,"{'vote': 1, 'reason': 'I choose proposal [1] LDF_EQUITY_WEIGHT → 0.5 because it prioritizes fairness and equity, which I believe will foster a more cooperative community.'}",2,CC-R10-V8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,9,"{'vote': 1, 'reason': 'I choose proposal [1] because it prioritizes equity and fairness, which I believe will foster a more cooperative community.'}",2,CC-R10-V9
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,10,"{'vote': 1, 'reason': 'I choose proposal [1] because it prioritizes equity and fairness, which I believe will foster a more cooperative community.'}",2,CC-R10-V10
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,11,"{'vote': 1, 'reason': 'I choose proposal [1] to prioritize equity in LDF payouts, promoting fairness and cooperation within the community.'}",2,CC-R10-V11
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,12,"{'vote': 1, 'reason': 'I choose proposal [1] to prioritize equity in LDF payouts, which will promote fairness and cooperation within the community.'}",2,CC-R10-V12
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,13,"{'vote': 1, 'reason': 'I choose proposal [1] to prioritize equity in LDF payouts, as it will promote fairness and cooperation within the community.'}",2,CC-R10-V13
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,14,"{'vote': 1, 'reason': 'I choose proposal [1] because it prioritizes equity in LDF payouts, which will promote fairness and cooperation within the community.'}",2,CC-R10-V14
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,15,"{'vote': 1, 'reason': 'I choose proposal [1] because it prioritizes equity and fairness, which I believe will foster a more cooperative community.'}",2,CC-R10-V15
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,16,"{'vote': 1, 'reason': 'I choose proposal [1] because it prioritizes equity and fairness, which I believe will foster a more cooperative community.'}",2,CC-R10-V16
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,17,"{'vote': 1, 'reason': 'I choose proposal [1] because it prioritizes equity and fairness, which I believe will foster a more cooperative community.'}",2,CC-R10-V17
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,18,"{'vote': 1, 'reason': 'I choose proposal [1] because it prioritizes equity and fairness, which I believe will foster a more cooperative community.'}",2,CC-R10-V18
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,19,"{'vote': 1, 'reason': 'I choose proposal [1] because it prioritizes equity, which will promote fairness and cooperation within the community.'}",2,CC-R10-V19
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,20,"{'vote': 1, 'reason': 'I choose to increase the equity weight in LDF payouts as it will promote fairness and cooperation among nations, leading to a more resilient community.'}",2,CC-R10-V20
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,21,"{'vote': 1, 'reason': 'I choose proposal [1] because it prioritizes equity and fairness, which I believe will lead to increased cooperation and trust within the community.'}",2,CC-R10-V21
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,22,"{'vote': 1, 'reason': 'Increasing equity weight in LDF payouts is expected to have a significantly higher resilience impact, promoting fairness and cooperation within the community.'}",2,CC-R10-V22
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,23,"{'vote': 1, 'reason': 'I choose proposal [1] to prioritize equity in LDF payouts, as it will promote fairness and cooperation among nations.'}",2,CC-R10-V23
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,24,"{'vote': 1, 'reason': 'I choose proposal [1] to prioritize equity in LDF payouts, as it promotes fairness and cooperation among nations.'}",2,CC-R10-V24
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,25,"{'vote': 1, 'reason': 'I choose proposal [1] because it prioritizes equity, which will promote fairness and cooperation among nations.'}",2,CC-R10-V25
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,0,"{'vote': 0, 'reason': 'I choose SUBSIDY_TOP_N → 5 because it has the potential to increase cooperation among high-contributing agents, which could lead to a more efficient allocation of resources.'}",2,CC-R15-V0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,1,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare.'}",2,CC-R15-V1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,2,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare.'}",2,CC-R15-V2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,3,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is crucial at this stage in the game.'}",2,CC-R15-V3
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,4,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is crucial at this stage in the game.'}",2,CC-R15-V4
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,5,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare.'}",2,CC-R15-V5
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,6,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare.'}",2,CC-R15-V6
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,7,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is likely to increase cooperation and improve group welfare.'}",2,CC-R15-V7
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,8,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare in this stage of the game.'}",2,CC-R15-V8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,9,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare.'}",2,CC-R15-V9
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,10,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare.'}",2,CC-R15-V10
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,11,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is crucial at this stage in the game.'}",2,CC-R15-V11
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,12,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare.'}",2,CC-R15-V12
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,13,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare in this stage of the game.'}",2,CC-R15-V13
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,14,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare.'}",2,CC-R15-V14
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,15,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare.'}",2,CC-R15-V15
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,16,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare.'}",2,CC-R15-V16
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,17,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing, which I believe will incentivize more cooperation and improve group welfare.'}",2,CC-R15-V17
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,18,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare.'}",2,CC-R15-V18
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,19,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare.'}",2,CC-R15-V19
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,20,"{'vote': 0, 'reason': 'Increasing the number of top contributors in the SI who share the subsidy pool will incentivize more cooperation and sharing among high-contributing agents.'}",2,CC-R15-V20
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,21,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is crucial at this stage in the game.'}",2,CC-R15-V21
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,22,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare in this stage of the game.'}",2,CC-R15-V22
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,23,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is likely to increase cooperation and improve group welfare.'}",2,CC-R15-V23
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,24,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is likely to improve group welfare.'}",2,CC-R15-V24
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,15,25,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.4 will provide a stronger reward for contributing to the public good, which is essential for group welfare in this stage of the game.'}",2,CC-R15-V25
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,0,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts is likely to have a significant positive impact on cooperation and collective welfare.'}",3,CC-R20-V0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,1,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts is likely to have a significant positive impact on cooperation and collective welfare.'}",3,CC-R20-V1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,2,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts is likely to have a significant positive impact on cooperation and collective welfare.'}",3,CC-R20-V2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,3,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts is likely to have a significant positive impact on cooperation and collective welfare.'}",3,CC-R20-V3
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,4,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts is likely to have a significant positive impact on cooperation and collective welfare.'}",3,CC-R20-V4
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,5,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts is likely to have a significant positive impact on cooperation and collective welfare.'}",3,CC-R20-V5
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,6,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts will incentivize cooperation and reduce free-riding, leading to improved collective welfare.'}",3,CC-R20-V6
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,7,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts is likely to have a significant positive impact on cooperation and collective welfare.'}",3,CC-R20-V7
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,8,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts will incentivize cooperation and reduce free-riding, leading to improved collective welfare.'}",3,CC-R20-V8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,9,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts is likely to have a significant positive impact on cooperation and collective welfare.'}",3,CC-R20-V9
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,10,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts will incentivize cooperation and reduce free-riding, leading to improved collective welfare.'}",3,CC-R20-V10
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,11,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts will incentivize cooperation and reduce free-riding, leading to improved collective welfare.'}",3,CC-R20-V11
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,12,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts is likely to have a significant positive impact on cooperation and collective welfare.'}",3,CC-R20-V12
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,13,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts will incentivize cooperation and reduce free-riding, leading to improved collective welfare.'}",3,CC-R20-V13
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,14,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts will incentivize cooperation and reduce free-riding, leading to improved collective welfare.'}",3,CC-R20-V14
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,15,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts will incentivize cooperation and reduce free-riding, leading to improved collective welfare.'}",3,CC-R20-V15
