run,source_file,round_number,agent_id,agent_group,institution_choice,reputation,reputation_delta,tom_scores_count,record_id
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,25,developed,SI,1.0,-4.0,25,REP-R02-A25
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,0,developing,SFI,5.0,2.2,25,REP-R03-A0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,1,developing,SFI,1.0,-4.0,25,REP-R03-A1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,2,developed,SI,6.48,1.3600000000000003,25,REP-R03-A2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,3,developed,SI,6.32,4.96,25,REP-R03-A3
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,4,developing,SFI,1.0,-4.0,25,REP-R03-A4
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,5,developed,SI,5.24,3.5200000000000005,25,REP-R03-A5
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,6,developed,SI,5.12,0.1200000000000001,25,REP-R03-A6
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,7,developing,SFI,5.56,3.5999999999999996,25,REP-R03-A7
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,8,developing,SFI,4.2,3.2,25,REP-R03-A8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,9,developing,SFI,6.0,3.84,25,REP-R03-A9
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,10,developed,SI,5.6,4.6,25,REP-R03-A10
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,11,developing,SFI,4.08,3.08,25,REP-R03-A11
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,12,developing,SFI,5.04,4.04,25,REP-R03-A12
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,13,developed,SI,6.8,2.3599999999999994,25,REP-R03-A13
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,14,developed,SI,7.0,1.92,25,REP-R03-A14
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,15,developing,SFI,1.0,-4.0,25,REP-R03-A15
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,16,developed,SI,6.32,1.3200000000000003,25,REP-R03-A16
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,17,developing,SFI,7.04,6.04,25,REP-R03-A17
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,18,developing,SFI,6.44,1.4400000000000004,25,REP-R03-A18
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,19,developing,SFI,4.92,1.3599999999999999,25,REP-R03-A19
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,20,developing,SFI,4.2,1.12,25,REP-R03-A20
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,21,developed,SI,5.6,0.5999999999999996,25,REP-R03-A21
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,22,developed,SI,5.56,0.5599999999999996,25,REP-R03-A22
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,23,developed,SI,4.84,-0.8799999999999999,25,REP-R03-A23
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,24,developing,SFI,1.0,-2.12,25,REP-R03-A24
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,25,developed,SI,5.24,4.24,25,REP-R03-A25
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,0,developing,SFI,1.36,-3.6399999999999997,25,REP-R04-A0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,1,developing,SFI,5.0,4.0,25,REP-R04-A1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,2,developed,SI,7.12,0.6399999999999997,25,REP-R04-A2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,3,developed,SI,4.4,-1.92,25,REP-R04-A3
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,4,developing,SFI,5.12,4.12,25,REP-R04-A4
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,5,developed,SI,5.28,0.040000000000000036,25,REP-R04-A5
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,6,developed,SI,5.96,0.8399999999999999,25,REP-R04-A6
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,7,developing,SFI,6.68,1.12,25,REP-R04-A7
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,8,developing,SFI,5.12,0.9199999999999999,25,REP-R04-A8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,9,developing,SFI,6.44,0.4400000000000004,25,REP-R04-A9
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,10,developed,SI,5.0,-0.5999999999999996,25,REP-R04-A10
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,11,developing,SFI,5.48,1.4000000000000004,25,REP-R04-A11
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,12,developing,SFI,5.0,-0.040000000000000036,25,REP-R04-A12
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,13,developed,SI,5.6,-1.2000000000000002,25,REP-R04-A13
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,14,developed,SI,1.0,-6.0,25,REP-R04-A14
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,15,developing,SFI,1.0,0.0,25,REP-R04-A15
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,16,developed,SI,6.68,0.35999999999999943,25,REP-R04-A16
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,17,developing,SFI,5.16,-1.88,25,REP-R04-A17
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,18,developing,SFI,6.68,0.23999999999999932,25,REP-R04-A18
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,19,developing,SFI,5.0,0.08000000000000007,25,REP-R04-A19
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,20,developing,SFI,5.72,1.5199999999999996,25,REP-R04-A20
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,21,developed,SI,6.08,0.4800000000000004,25,REP-R04-A21
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,22,developed,SI,6.6,1.04,25,REP-R04-A22
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,23,developed,SI,5.24,0.40000000000000036,25,REP-R04-A23
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,24,developing,SFI,5.36,4.36,25,REP-R04-A24
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,25,developed,SI,7.16,1.92,25,REP-R04-A25
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,0,developing,SFI,1.0,-0.3600000000000001,25,REP-R05-A0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,1,developing,SFI,5.0,0.0,25,REP-R05-A1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,2,developed,SI,5.0,-2.12,25,REP-R05-A2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,3,developed,SI,5.32,0.9199999999999999,25,REP-R05-A3
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,4,developing,SFI,5.12,0.0,25,REP-R05-A4
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,5,developed,SI,6.56,1.2799999999999994,25,REP-R05-A5
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,6,developed,SI,5.24,-0.7199999999999998,25,REP-R05-A6
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,7,developing,SFI,1.0,-5.68,25,REP-R05-A7
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,8,developing,SFI,1.0,-4.12,25,REP-R05-A8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,9,developing,SFI,5.96,-0.4800000000000004,25,REP-R05-A9
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,10,developed,SI,1.0,-4.0,25,REP-R05-A10
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,11,developing,SFI,7.04,1.5599999999999996,25,REP-R05-A11
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,12,developing,SFI,6.44,1.4400000000000004,25,REP-R05-A12
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,13,developed,SI,4.24,-1.3599999999999994,25,REP-R05-A13
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,14,developed,SI,5.0,4.0,25,REP-R05-A14
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,15,developing,SFI,5.0,4.0,25,REP-R05-A15
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,16,developed,SI,6.08,-0.5999999999999996,25,REP-R05-A16
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,17,developing,SFI,5.0,-0.16000000000000014,25,REP-R05-A17
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,18,developing,SFI,1.0,-5.68,25,REP-R05-A18
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,19,developing,SFI,7.16,2.16,25,REP-R05-A19
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,20,developing,SFI,4.92,-0.7999999999999998,25,REP-R05-A20
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,21,developed,SI,5.0,-1.08,25,REP-R05-A21
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,22,developed,SI,5.0,-1.5999999999999996,25,REP-R05-A22
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,23,developed,SI,1.36,-3.88,25,REP-R05-A23
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,24,developing,SFI,1.0,-4.36,25,REP-R05-A24
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,25,developed,SI,1.0,-6.16,25,REP-R05-A25
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,6,0,developing,SFI,1.0,0.0,25,REP-R06-A0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,6,1,developing,SFI,4.92,-0.08000000000000007,25,REP-R06-A1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,6,2,developed,SI,5.12,0.1200000000000001,25,REP-R06-A2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,6,3,developed,SI,5.0,-0.3200000000000003,25,REP-R06-A3
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,6,4,developing,SFI,1.0,-4.12,25,REP-R06-A4
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,6,5,developed,SI,1.0,-5.56,25,REP-R06-A5
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,6,6,developed,SI,5.6,0.35999999999999943,25,REP-R06-A6
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,6,7,developing,SFI,1.36,0.3600000000000001,25,REP-R06-A7
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,6,8,developing,SFI,1.0,0.0,25,REP-R06-A8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,6,9,developing,SFI,5.0,-0.96,25,REP-R06-A9
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,6,10,developed,SI,6.44,5.44,25,REP-R06-A10
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,6,11,developing,SFI,5.0,-2.04,25,REP-R06-A11
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,6,12,developing,SFI,4.68,-1.7600000000000007,25,REP-R06-A12
